key	flags	ja	ko
S2M:M27LOW:23	dup=S2M:M01LOW:23	花組の隊長、大神一郎。\n高い戦闘力と、\n勇敢な心を持っている。	화조　대장，　오가미．\n높은　전투력과\n용감한　마음을　지녔다．
S2M:M27LOW:24	dup=S2M:M01LOW:24	北辰一刀流、真宮寺さくら。\n素早い動きで、\n敵を一刀両断する。	북진일도류，　사쿠라．\n빠른　움직임으로\n적을　일도양단한다．
S2M:M27LOW:25	dup=S2M:M01LOW:25	神崎風塵流、神崎すみれ。\n華麗なナギナタの技は、\n見るものの心をもとらえる。	칸자키　풍진류，　스미레．\n화려한　나기나타　기술은\n보는　이의　마음마저　홀려．
S2M:M27LOW:26	dup=S2M:M01LOW:26	射撃手、マリア・タチバナ。\n氷の銃弾は、狙った\n獲物を決して逃さない。	사격수，　마리아．\n얼음　탄환은　노린\n먹이를　놓치지　않는다．
S2M:M27LOW:27	dup=S2M:M01LOW:27	桐島流空手、桐島カンナ。\n圧倒的なパワーで、むらがる\n敵を粉砕する。	가라테의　달인，　칸나．\n압도적　파워로　몰려드는\n적을　분쇄한다．
S2M:M27LOW:28	dup=S2M:M01LOW:28	花組のマスコット、アイリス。\n超能力を使った、\n不思議な攻撃で敵と戦う。	화조의　마스코트，\n아이리스．\n초능력으로　적과　싸운다．
S2M:M27LOW:29	dup=S2M:M01LOW:29	発明家、李紅蘭。\n次々に繰り出す発明品で、\n敵味方をあっといわせるぞ。	발명가，　코란．\n신제품을　잇달아　내놓아\n적과　아군을　놀라게　한다．
S2M:M27LOW:30	dup=S2M:M01LOW:30	元星組隊員、ソレッタ・織姫。\nイタリアンローズの機体に乗り\n赤い貴族と呼ばれている。	전　별조　대원，　오리히메．\n이탈리안　로즈를　타고\n붉은　귀족이라　불린다．
S2M:M27LOW:31	dup=S2M:M01LOW:31	レニ・ミルヒシュトラーセ。\n戦闘のプロとして、正確な\n無駄のない攻撃を行う。	레니　밀히슈트라세．　전투의\n프로답게　정확하고　군더더기\n없는　공격을　한다．
S2M:M27LOW:32	dup=S2M:M01LOW:32	魔操機兵、脇侍・改。\n近接攻撃専用のものは、\nイ型と呼ばれる。	마조기병，　협시・개．\n근접　공격　전용형은\n이형이라　부른다．
S2M:M27LOW:33	dup=S2M:M01LOW:33	魔操機兵、脇侍・改。\n鉄砲を装備したものは、\nロ型と呼ばれる。	마조기병，　협시・개．\n총을　장비한　것은\n로형이라　부른다．
S2M:M27LOW:34	dup=S2M:M02LOW:34	「蒸気火煎」\n木喰が創り出した兵器で、\n高い攻撃力を持っている。	「증기화전」\n모쿠지키가　만든　병기로\n공격력이　높다．
S2M:M27LOW:35	dup=S2M:M01LOW:35	魔操機兵「大日剣」\n五行衆・金剛が乗る機体で、\n格闘能力が極めて高い。	마조기병　「대일검」\n오행중・금강이　타는　기체로\n격투　능력이　매우　높다．
S2M:M27LOW:36	dup=S2M:M01LOW:36	脇侍・改「黄童子」\n金剛専用の部隊で、大日剣と\n同じ色に塗装されている。	협시・개　「황동자」　금강\n전용　부대로，　대일검과\n같은　색으로　칠해져　있다．
S2M:M27LOW:37	dup=S2M:M01LOW:37	黒鬼会の魔操機兵、脇侍・改。\n大砲を装備したものは、\nハ型と呼ばれる。	흑귀회의　마조기병，\n협시・개．　대포를　장비한\n것은　하형이라　부른다．
S2M:M27LOW:38	dup=S2M:M01LOW:38	黒鬼会の魔操機兵、脇侍・改。\n実は、あまり忠誠心は\nないので、がっかりだ。	흑귀회의　마조기병，\n협시・개．　사실　충성심은\n그다지　없어서　실망스럽다．
S2M:M27LOW:39	dup=S2M:M01LOW:39	黒鬼会の魔操機兵、脇侍・改。\n鉄砲を装備したものは、\nロ型と呼ばれる。	흑귀회의　마조기병，\n협시・개．　총을　장비한\n것은　로형이라　부른다．
S2M:M27LOW:40	dup=S2M:M01LOW:40	メッセージ１８	메시지　１８
S2M:M27LOW:41	dup=S2M:M01LOW:41	メッセージ１９	메시지　１９
S2M:M27LOW:42	dup=S2M:M01LOW:42	メッセージ２０	메시지　２０
S2M:M27LOW:43	dup=S2M:M01LOW:43	今のところ、\nかばう必要はなさそうだな。	지금은\n보호할　필요　없어　보이네．
S2M:M27LOW:44	dup=S2M:M01LOW:44	さくらくん……\n君は俺が守る！	사쿠라　군……\n내가　지킬게！
S2M:M27LOW:45	dup=S2M:M01LOW:45	すみれくん……\n君の盾になってもいいかい。	스미레　군……\n네　방패가　되어도　될까？
S2M:M27LOW:46	dup=S2M:M01LOW:46	マリア……\n君の背中を守らせてくれ。	마리아……\n네　뒤를　지키게　해　줘．
S2M:M27LOW:47	dup=S2M:M01LOW:47	カンナ……\n俺は、君を全力で守るぞ！	칸나……　내가　온　힘을\n다해　지키마！
S2M:M27LOW:48	dup=S2M:M01LOW:48	アイリス……\n俺が側にいるから、\n安心していいよ。	아이리스……\n내가　곁에　있으니，\n안심해도　돼．
S2M:M27LOW:49	dup=S2M:M01LOW:49	紅蘭……\nいつだって君を助けにゆくよ。	코란……\n언제든　널　도우러　갈게．
S2M:M27LOW:50	dup=S2M:M01LOW:50	織姫くん……\n苦しいときは、\nいつでも俺を呼んでくれ！	오리히메　군……\n힘들　때는，\n언제든　날　불러！
S2M:M27LOW:51	dup=S2M:M01LOW:51	レニ……\nたまには、\n守られたっていいだろう？	레니……\n가끔은，\n보호받아도　괜찮잖아？
S2M:M27LOW:52	dup=S2M:M01LOW:52	がんばって！　大神さん！	힘내요！　오가미　씨！
S2M:M27LOW:53	dup=S2M:M01LOW:53	大神さんが頼りです！	오가미　씨만　믿을게요！
S2M:M27LOW:54	dup=S2M:M01LOW:54	無理しないでください、\n大神さん……	무리하지　마세요，\n오가미　씨……
S2M:M27LOW:55	dup=S2M:M01LOW:55	がんばります！	힘낼게요！
S2M:M27LOW:56	dup=S2M:M01LOW:56	大神さんのために……\nあたし、やります！	오가미　씨를　위해……\n제가　할게요！
S2M:M27LOW:57	dup=S2M:M01LOW:57	あたしが\nがんばらなくっちゃ！	제가　힘내야　해요！
S2M:M27LOW:58	dup=S2M:M01LOW:58	あたし……負けないわ……	저…　지지　않을　거예요…
S2M:M27LOW:59	dup=S2M:M01LOW:59	……ありがとうございます。\n大神さん。	……감사합니다．\n오가미　씨．
S2M:M27LOW:60	dup=S2M:M01LOW:60	大神さんがいてくれるから、\nあたし、がんばれます！	오가미　씨가　계시니까\n저도　힘낼　수　있어요！
S2M:M27LOW:61	dup=S2M:M01LOW:61	大丈夫ですか……大神さん。	괜찮으세요……　오가미　씨．
S2M:M27LOW:62	dup=S2M:M01LOW:62	大神さん……\nごめんなさい……	오가미　씨……\n죄송해요……
S2M:M27LOW:63	dup=S2M:M01LOW:63	ここは大神さんに\nお任せします……\n……ごめんなさい。	여기는　오가미　씨에게\n맡길게요……\n……죄송해요．
S2M:M27LOW:64	dup=S2M:M01LOW:64	やりましたね、大神さん！	해냈네요，　오가미　씨！
S2M:M27LOW:65	dup=S2M:M01LOW:65	今日の大神さん、\n一味違いますね。	오늘　오가미　씨는\n평소와　다르네요．
S2M:M27LOW:66	dup=S2M:M01LOW:66	やりました！	해냈어요！
S2M:M27LOW:67	dup=S2M:M01LOW:67	大神さんのおかげです！	오가미　씨　덕분이에요！
S2M:M27LOW:68	dup=S2M:M01LOW:68	大神さん……\nあたし、信じています。	오가미　씨……\n저는　믿고　있어요．
S2M:M27LOW:69	dup=S2M:M01LOW:69	見せ場がきましてよ、少尉。	제　무대네요，　소위님．
S2M:M27LOW:70	dup=S2M:M01LOW:70	がんばってください、\nわたくしのために……	힘내　주세요，\n저를　위해……
S2M:M27LOW:71	dup=S2M:M01LOW:71	無理は禁物ですわ……	무리는　금물이에요……
S2M:M27LOW:72	dup=S2M:M01LOW:72	さあ、いきますわよ！	자，　갑니다！
S2M:M27LOW:73	dup=S2M:M01LOW:73	少尉、わたくしを\n見ていてくださいな。	소위님，\n저를　지켜봐　주세요．
S2M:M27LOW:74	dup=S2M:M01LOW:74	わたくしでなくては\nダメですわね。	저여야만　하겠군요．
S2M:M27LOW:75	dup=S2M:M01LOW:75	こ、この程度で……	이，　이　정도로……
S2M:M27LOW:76	dup=S2M:M01LOW:76	うれしいですわ……\n少尉……	기뻐요……\n소위님……
S2M:M27LOW:77	dup=S2M:M01LOW:77	わたくしを守ることが\nできるのは少尉だけですわ。	저를　지킬　수　있는　건\n소위님뿐이에요．
S2M:M27LOW:78	dup=S2M:M01LOW:78	かっ、身体が勝手に\n動いただけですわ……	몸이　저절로\n움직였을　뿐이에요……
S2M:M27LOW:79	dup=S2M:M01LOW:79	わたくしとしたことが……	저답지　않게……
S2M:M27LOW:80	dup=S2M:M01LOW:80	少尉を……\n……置いてはいけないのに！	소위님을……\n……두고　갈　수는　없는데！
S2M:M27LOW:81	dup=S2M:M01LOW:81	お見事ですわ、少尉。	훌륭해요，　소위님．
S2M:M27LOW:82	dup=S2M:M01LOW:82	りりしいですわよ、少尉。	늠름하시네요，　소위님．
S2M:M27LOW:83	dup=S2M:M01LOW:83	たいしたことありませんわね。	별것도　아니네요．
S2M:M27LOW:84	dup=S2M:M01LOW:84	見てくださいました？　少尉。	보셨나요？　소위님．
S2M:M27LOW:85	dup=S2M:M01LOW:85	んふっ、\nちょろいもんですわね。\nねぇ、少尉……	후훗，\n이　정도야　식은　죽이죠．\n그렇죠，　소위님……
S2M:M27LOW:86	dup=S2M:M01LOW:86	隊長、お願いします。	대장님，　부탁드려요．
S2M:M27LOW:87	dup=S2M:M01LOW:87	隊長……\n信じています。	대장님……\n믿고　있어요．
S2M:M27LOW:88	dup=S2M:M01LOW:88	隊長……\n慎重にいきましょう。	대장님……\n신중하게　가죠．
S2M:M27LOW:89	dup=S2M:M01LOW:89	さぁ、覚悟しなさい。	자，　각오하세요．
S2M:M27LOW:90	dup=S2M:M01LOW:90	私には、隊長が\nついていてくれる……	저에겐　대장님이\n곁에　계시니까……
S2M:M27LOW:91	dup=S2M:M01LOW:91	私がしっかりしなくては……	제가　정신　차려야……
S2M:M27LOW:92	dup=S2M:M01LOW:92	くっ、まだ……やれる！	큭，아직……　할　수　있어！
S2M:M27LOW:93	dup=S2M:M01LOW:93	すいません、隊長。	죄송해요，　대장님．
S2M:M27LOW:94	dup=S2M:M01LOW:94	隊長の背中……\nとても大きく見えます……	대장님　등……\n정말　커　보이네요……
S2M:M27LOW:95	dup=S2M:M01LOW:95	隊長が無事でよかった……	대장님이　무사해서　다행……
S2M:M27LOW:96	dup=S2M:M01LOW:96	隊長……申し訳ありません……	대장님……　죄송해요……
S2M:M27LOW:97	dup=S2M:M01LOW:97	もう少し……\n隊長と共に……	조금만　더……\n대장님과　함께……
S2M:M27LOW:98	dup=S2M:M01LOW:98	やりますね、隊長。	잘하시네요，　대장님．
S2M:M27LOW:99	dup=S2M:M01LOW:99	隊長が\nいてくださってよかった……	대장님이　계셔서　다행……
S2M:M27LOW:100	dup=S2M:M01LOW:100	ふんっ！　この程度……？	흥！　이　정도……？
S2M:M27LOW:101	dup=S2M:M01LOW:101	隊長、すばらしい指揮です！	대장님，　훌륭한　지휘예요！
S2M:M27LOW:102	dup=S2M:M01LOW:102	隊長が、私の力を\n何倍にもしてくれます。	대장님이　제　힘을\n몇　배나　키워　주세요．
S2M:M27LOW:103	dup=S2M:M01LOW:103	やっちまえ！　隊長！	해치워！　대장님！
S2M:M27LOW:104	dup=S2M:M01LOW:104	あたいがついてるぜ、隊長。	내가　곁에　있어，　대장．
S2M:M27LOW:105	dup=S2M:M01LOW:105	隊長の気合を見せてくれ！	대장님，　기합을　보여　줘！
S2M:M27LOW:106	dup=S2M:M01LOW:106	あたいの番だな！	내　차례구나！
S2M:M27LOW:107	dup=S2M:M01LOW:107	みていてくれよなっ！\n隊長！	지켜봐　줘！\n대장！
S2M:M27LOW:108	dup=S2M:M01LOW:108	まとめて面倒みるぜ！	한꺼번에　상대해　주마！
S2M:M27LOW:109	dup=S2M:M01LOW:109	まだまだ、\nどんどんかかってこいっ！	아직　멀었어，\n어서　덤벼！
S2M:M27LOW:110	dup=S2M:M01LOW:110	すまねぇな、隊長。	미안하군，　대장．
S2M:M27LOW:111	dup=S2M:M01LOW:111	へへっ、\n守られるってのも悪くないな。	헤헤，　보호받는　것도\n나쁘지　않군．
S2M:M27LOW:112	dup=S2M:M01LOW:112	へへっ、らしくないぜぇ？\n隊長！	헤헤，　나답지　않지？\n대장！
S2M:M27LOW:113	dup=S2M:M01LOW:113	ちくしょう……\nこんなところで……	젠장……\n이런　곳에서……
S2M:M27LOW:114	dup=S2M:M01LOW:114	隊長、すまない。\nあたいの分まで\nがんばってくれ！	대장，　미안하다．\n내　몫까지\n힘내　줘！
S2M:M27LOW:115	dup=S2M:M01LOW:115	やるじゃねぇか！　隊長！	제법이잖아！　대장！
S2M:M27LOW:116	dup=S2M:M01LOW:116	ほれぼれするぜ！　隊長！	감탄스럽군！　대장！
S2M:M27LOW:117	dup=S2M:M01LOW:117	ざっとこんなもんだぜ！	대충　이　정도지！
S2M:M27LOW:118	dup=S2M:M01LOW:118	へっへーん！\nどうだい！　隊長！	헤헤ー！\n어때！　대장！
S2M:M27LOW:119	dup=S2M:M01LOW:119	誰もあたいたちを\n止められねぇぜ！	아무도　우릴\n막을　수　없어！
S2M:M27LOW:120	dup=S2M:M01LOW:120	がんばろうね、お兄ちゃん。	힘내자，　오빠．
S2M:M27LOW:121	dup=S2M:M01LOW:121	お兄ちゃん、いっけぇー！	오빠，　가ー！
S2M:M27LOW:122	dup=S2M:M01LOW:122	お兄ちゃん……負けないで！	오빠……　지지　마！
S2M:M27LOW:123	dup=S2M:M01LOW:123	アイリス、いきまーす！	이리스，　갑니다아！
S2M:M27LOW:124	dup=S2M:M01LOW:124	えへへっ、\nアイリスがんばるよ！	에헤헤，\n아이리스　힘낼게！
S2M:M27LOW:125	dup=S2M:M01LOW:125	アイリスが\nがんばらなくちゃ！	아이리스가\n힘내야　해！
S2M:M27LOW:126	dup=S2M:M01LOW:126	アイリス……もうだめ……	아이리스…　이제　안　돼…
S2M:M27LOW:127	dup=S2M:M01LOW:127	アイリスのために\n来てくれたんだぁー！	아이리스를　위해　왔구나ー！
S2M:M27LOW:128	dup=S2M:M01LOW:128	お兄ちゃんは、\n白馬のおうじさまだね！	오빠는\n백마　탄　왕자님이네！
S2M:M27LOW:129	dup=S2M:M01LOW:129	お兄ちゃん……\nアイリスがついてるからね。	오빠……\n아이리스가　곁에　있을게．
S2M:M27LOW:130	dup=S2M:M01LOW:130	あ……止まっちゃった……	아……　멈췄어……
S2M:M27LOW:131	dup=S2M:M01LOW:131	お兄ちゃん……\nごめんね……	오빠……\n미안해……
S2M:M27LOW:132	dup=S2M:M01LOW:132	わーい、やったね！\nお兄ちゃん！	와ー，　해냈다！\n오빠！
S2M:M27LOW:133	dup=S2M:M01LOW:133	お兄ちゃん、\nすごい、すっごーい！	오빠，\n대단해，　정말　대단해ー！
S2M:M27LOW:134	dup=S2M:M01LOW:134	アイリス、すごいでしょ！	아이리스，　대단하지！
S2M:M27LOW:135	dup=S2M:M01LOW:135	ねぇ、ねぇ！\nほめてほめて！	있잖아，　있잖아！\n칭찬해　줘，　칭찬해　줘！
S2M:M27LOW:136	dup=S2M:M01LOW:136	お兄ちゃんがいれば、\nアイリスなんにも恐くないよ！	오빠만　있으면，\n아이리스는　안　무서워！
S2M:M27LOW:137	dup=S2M:M01LOW:137	頼んだで、大神はん。	부탁한다，　오가미　씨．
S2M:M27LOW:138	dup=S2M:M01LOW:138	ウチらの力、見せたろうで！	우리　힘을　보여　주자！
S2M:M27LOW:139	dup=S2M:M01LOW:139	だ、大丈夫かいな、大神はん。	괜찮나，　오가미　씨．
S2M:M27LOW:140	dup=S2M:M01LOW:140	ほな、いってみよか！	그럼，　가　볼까！
S2M:M27LOW:141	dup=S2M:M01LOW:141	大神はん、\nウチにまーかしとき！	오가미　씨，\n나한테　맡겨！
S2M:M27LOW:142	dup=S2M:M01LOW:142	ウチががんばらんと！	내가　힘내야　해！
